ID::ID!!I,ImageDocumentName::Image Name,ImageSceneContainerName::Image Scene Container Name ,ImageChannelName::Image Channel Name,RegionsCount::Count!!I,RegionsArea::Area!!R,RegionsIntensityMean_Cy3-T1::Intensity Mean Value of channel 'Cy3-T1'!!R,RegionsIntensitySum1_Cy3-T1::Intensity Sum of channel 'Cy3-T1'!!R,ParentID::ID of the parent!!I
,,,,#,µm²,Gray,Gray,
12,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,2.321879571,441.8095238,27834,5
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,26,,,,
28,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,4.938600993,520.9253731,69804,2
32,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.474209252,444.725,17789,3
34,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,0.626538932,423.1176471,7193,4
37,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.073710463,373,746,5
39,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,0.84767032,424.8695652,9772,6
42,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,7.592177646,654.6116505,134850,7
46,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.874708041,525.1410256,40961,8
48,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,6.891928251,500.802139,93650,9
51,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,8.587268891,599.5922747,139705,10
57,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.110565694,387,1161,11
59,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.43735402,405.974359,15833,12
61,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,0,0,0,0,13
62,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.574957435,522.4329897,50676,14
65,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.528284694,577.0666667,86560,15
68,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.533193449,587.6829268,72285,16
71,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.874708041,413.5,32253,17
73,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.159732381,486.5857143,68122,18
77,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.874708041,465.6282051,36319,19
79,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,4.754324837,432.5271318,55796,20
83,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,0,0,0,0,21
84,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,13.34159373,486.4917127,176110,22
88,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.764142347,672.6666667,50450,23
90,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,4.459482986,449.9834711,54448,24
94,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.164641136,524.2831858,59244,25
97,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,8.587268891,829.5879828,193294,26
100,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,5.786271313,421.566879,66186,27
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,7,,,,
9,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.589683701,375.5,6008,2
11,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,8,7.739598571,446.2761905,93718,3
20,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.238351598,653.2,75118,4
23,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,6.744507326,429.4644809,78592,5
29,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.432445265,449.1818182,29646,6
31,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,2.800997578,462.3421053,35138,7
34,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,4.57004868,448.9919355,55675,8
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,4,,,,
6,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,7.334191027,447.0603015,88965,2
13,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,8,10.46688569,434.4823944,123393,3
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,6.928783483,565.0106383,106222,4
27,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,9.692925829,620.21673,163117,5
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,5,,,,
7,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,5.970547469,521.191358,84433,2
12,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,9,10.28260953,370.5268817,103377,3
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,2.321879571,422.4444444,26614,4
28,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,6.85507302,533.7043011,99269,5
33,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,124.9392341,480.5914454,1629205,6
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,6,,,,
8,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.700249395,421.3684211,8006,2
10,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.759233592,563.6568627,57493,3
13,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.400498789,443.8421053,16866,4
15,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,2.57986619,471.1142857,32978,5
18,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.759233592,439.3823529,44817,6
21,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,5.086021918,957.7753623,132173,7
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,2,,,,
4,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.474209252,413.825,16553,2
7,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,7,3.869799286,374.152381,39286,3
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,10,,,,
12,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,4.054075442,433.4090909,47675,2
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,11.57254263,576.0063694,180866,3
20,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.073710463,329,658,4
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,6.228534088,614.3668639,103828,5
24,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.555322415,590.7073171,121095,6
29,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,6.818217789,472.2108108,87359,7
34,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,13,33.31712909,338.0309735,305580,8
48,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,3.464391741,397.9361702,37406,9
53,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.358734803,455.421875,29147,10
55,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.073710463,348.5,697,11
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,10,,,,
12,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.344008537,581.5448276,84324,2
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.739598571,502.1,105441,3
21,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.71256085,545.5419355,84559,4
25,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,24.91413635,397.464497,268686,5
32,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.073710463,308,616,6
34,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.122877149,568.9496403,79084,7
37,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,7.334191027,834.1507538,165996,8
41,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.975456224,504.5925926,68120,9
44,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.454574231,569.8581081,84339,10
47,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.828035299,716.7175573,93890,11
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,8,,,,
10,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,5.565139925,811.0860927,122474,2
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.454574231,454.7972973,67310,3
20,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.206405122,683.3218391,59449,4
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,6.044257932,523.7560976,85896,5
26,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.243260354,678,59664,6
29,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,3.243260354,491.9090909,43288,7
33,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.105656939,405.4666667,12164,8
35,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,9.766636292,727.3320755,192743,9
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B3,DAPI-T2,12,,,,
14,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,0.995091245,373.8518519,10094,2
17,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,10.28260953,771.1612903,215154,3
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.095839428,610.5595238,51287,4
24,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.616721422,649.6338028,46124,5
26,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.874708041,543.9230769,42426,6
28,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,7.629032877,470.705314,97436,7
34,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.850164265,623.1173709,132724,8
39,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.584774946,397.8604651,17108,9
42,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,12.0148054,515.791411,168148,10
48,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,2.690431884,518.3561644,37840,11
52,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,8,26.13035899,349.7574048,247978,12
61,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,8,13.3047385,550.9944598,198909,13
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,0,,,,
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,3,,,,
5,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,1.068801707,323.4482759,9380,2
9,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,16,23.47678233,369.9152276,235636,3
26,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,9.98776768,579.804428,157127,4
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,6,,,,
8,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,7,4.86489053,350.9166667,46321,2
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,1.105656939,384.0666667,11522,3
20,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,12.93618618,432.7777778,151905,4
26,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,2.727287116,399.2972973,29548,5
31,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,4.090930673,429.4954955,47674,6
37,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,6.412810245,433.2183908,75380,7
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,1,,,,
3,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,1.584774946,379.2093023,16306,2
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,6,,,,
8,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,11.64625309,1578.389241,498771,2
13,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,10.09833337,733.3248175,200931,3
18,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,19.68069351,812.7958801,434033,4
25,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.105656939,390.1333333,11704,5
28,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,8.697834585,1239.673729,292563,6
31,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.533193449,647.4390244,79635,7
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,4,,,,
6,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,21,32.54316923,386.1268403,340950,2
28,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,11,34.01737848,384.4734561,354869,3
40,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,9.213807823,630.232,157558,4
44,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,7.813309034,576.1981132,122154,5
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,15,,,,
17,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,10,11.68310832,571.2744479,181094,2
28,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,12.7150548,455.4289855,157123,3
34,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,10.43003046,646.5088339,182962,4
40,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,13.7838565,650.0721925,243127,5
46,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.169549891,723.5116279,62222,6
48,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.385772524,605.4789916,72052,7
51,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,7,16.14259131,1170.5,512679,8
59,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,3.980364979,410.1944444,44301,9
65,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,7,23.03451956,894.4288,559018,10
73,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.371046258,613.245,122649,11
78,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.99018249,408.5740741,22063,12
81,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,7.518467183,617.6617647,126003,13
84,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,4.680614374,423.2834646,53757,14
89,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,5.049166687,790.6861314,108324,15
91,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,6.597086401,967.150838,173120,16
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,7,,,,
9,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,7.960729959,677.0324074,146239,2
11,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,15,38.58742716,343.6924546,359846,3
27,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,15,42.0518189,519.9754601,593292,4
43,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,6.044257932,580.4146341,95188,5
49,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,10.72487231,526.3608247,153171,6
54,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,8,8.513558428,385.0692641,88951,7
63,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,11,13.56272511,524.9456522,193180,8
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,1,,,,
3,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,2.764142347,465.7866667,34934,2
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,3,,,,
5,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,11,33.98052325,600.0477223,553244,2
17,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,8.84525551,571.9791667,137275,3
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,13.7838565,1182.173797,442133,4
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,4,,,,
6,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,9,15.0737896,757.205379,309697,2
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,10.20889907,624.2093863,172906,3
23,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,6.0074027,766.1411043,124881,4
27,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,7,20.08610105,699.5247706,381241,5
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,7,,,,
9,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.127785905,486.8035714,54522,2
12,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,3.022128966,581.3170732,47668,3
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.211313877,409.7,24582,4
18,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,6.449665476,774.7371429,135579,5
24,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,7.113059639,549.8445596,106120,6
28,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,10.28260953,558.6630824,155867,7
32,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,6.670796864,691.6519337,125189,8
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,13,,,,
15,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.058984197,471.313253,39119,2
18,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.407901489,728.5721393,146443,3
23,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.953327258,455.7169811,24153,4
25,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.147420925,390.75,1563,5
27,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.363643558,390.2432432,14439,6
30,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,9.582360136,511.1884615,132909,7
32,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,6.044257932,551.7621951,90489,8
37,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,0.84767032,385.4782609,8866,9
40,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.648667898,650.6666667,64416,10
43,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,6.228534088,433.5266272,73266,11
48,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,9,7.297335796,407.479798,80681,12
58,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,14.4841059,448.4554707,176243,13
65,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,17,136.1063692,359.3371243,1327032,14
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,1,,,,
3,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,7,14.3735402,336.7230769,131322,2
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,1,,,,
3,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,6.302244551,751.6491228,128532,2
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B4,DAPI-T2,3,,,,
5,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,14,18.50132611,398.6573705,200126,2
20,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,10,67.92419127,442.9083017,816280,3
31,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,6.928783483,841.9787234,158292,4
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",B5,DAPI-T2,7,,,,
9,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,72.67851611,364.5735294,718939,2
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,4.680614374,378.8740157,48117,3
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,9.914057217,785.2156134,211223,4
